org/springframework/data/mongodb/ReactiveMongoDatabaseUtils	doGetSession	(Lorg/springframework/transaction/reactive/TransactionSynchronizationManager;Lorg/springframework/data/mongodb/ReactiveMongoDatabaseFactory;Lorg/springframework/data/mongodb/SessionSynchronization;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/MongoTemplate	lambda$convertToDocument$29	(Lorg/bson/Document;Ljava/lang/Class;Lorg/springframework/data/mongodb/core/validation/Validator;)V	INVOKE_STATIC	org/springframework/data/mongodb/core/MongoTemplate::getMappedValidator(Lorg/springframework/data/mongodb/core/validation/Validator;Ljava/lang/Class;)Lorg/bson/Document;
org/springframework/data/mongodb/core/MongoTemplate	lambda$convertToDocument$36	(Lorg/bson/Document;Lcom/mongodb/client/model/ValidationLevel;)V	CONSTANT	 type: class java.lang.String; value: validationLevel
org/springframework/data/mongodb/core/MongoTemplate	lambda$convertToDocument$36	(Lorg/bson/Document;Lcom/mongodb/client/model/ValidationLevel;)V	INVOKE_STATIC	com/mongodb/client/model/ValidationLevel::getValue()Ljava/lang/String;
org/springframework/data/mongodb/core/MongoTemplate	lambda$convertToDocument$36	(Lorg/bson/Document;Lcom/mongodb/client/model/ValidationLevel;)V	INVOKE_STATIC	org/bson/Document::append(Ljava/lang/String;Ljava/lang/Object;)Lorg/bson/Document;
org/springframework/data/mongodb/core/MongoTemplate	lambda$convertToDocument$37	(Lorg/bson/Document;Lcom/mongodb/client/model/ValidationAction;)V	CONSTANT	 type: class java.lang.String; value: validationAction
org/springframework/data/mongodb/core/MongoTemplate	lambda$convertToDocument$37	(Lorg/bson/Document;Lcom/mongodb/client/model/ValidationAction;)V	INVOKE_STATIC	com/mongodb/client/model/ValidationAction::getValue()Ljava/lang/String;
org/springframework/data/mongodb/core/MongoTemplate	lambda$convertToDocument$37	(Lorg/bson/Document;Lcom/mongodb/client/model/ValidationAction;)V	INVOKE_STATIC	org/bson/Document::append(Ljava/lang/String;Ljava/lang/Object;)Lorg/bson/Document;
org/springframework/data/mongodb/core/MongoTemplate	lambda$convertToDocument$38	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/validation/Validator;)V	CONSTANT	 type: class java.lang.String; value: validator
org/springframework/data/mongodb/core/MongoTemplate	lambda$convertToDocument$38	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/validation/Validator;)V	INVOKE_STATIC	org/bson/Document::append(Ljava/lang/String;Ljava/lang/Object;)Lorg/bson/Document;
org/springframework/data/mongodb/core/MongoTemplate	lambda$convertToDocument$38	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/validation/Validator;)V	INVOKE_STATIC	org/springframework/data/mongodb/core/MongoTemplate::getMappedValidator(Lorg/springframework/data/mongodb/core/validation/Validator;Ljava/lang/Class;)Lorg/bson/Document;
org/springframework/data/mongodb/core/MongoTemplate	lambda$doAggregate$22	(Ljava/lang/Class;)Ljava/util/Optional;	GET_FIELD	org/springframework/data/mongodb/core/MongoTemplate::operations|Lorg/springframework/data/mongodb/core/EntityOperations;
org/springframework/data/mongodb/core/MongoTemplate	lambda$doAggregate$22	(Ljava/lang/Class;)Ljava/util/Optional;	INVOKE_STATIC	org/springframework/data/mongodb/core/EntityOperations$TypedOperations::getCollation()Ljava/util/Optional;
org/springframework/data/mongodb/core/MongoTemplate	lambda$doAggregate$22	(Ljava/lang/Class;)Ljava/util/Optional;	INVOKE_STATIC	org/springframework/data/mongodb/core/EntityOperations::forType(Ljava/lang/Class;)Lorg/springframework/data/mongodb/core/EntityOperations$TypedOperations;
org/springframework/data/mongodb/core/MongoTemplate	lambda$doAggregate$23	(Ljava/util/List;Lorg/springframework/data/mongodb/core/MongoTemplate$ReadDocumentCallback;Lorg/bson/Document;)Ljava/lang/Object;	INVOKE_STATIC	java/util/List::add(Ljava/lang/Object;)Z
org/springframework/data/mongodb/core/MongoTemplate	lambda$doAggregate$23	(Ljava/util/List;Lorg/springframework/data/mongodb/core/MongoTemplate$ReadDocumentCallback;Lorg/bson/Document;)Ljava/lang/Object;	INVOKE_STATIC	org/springframework/data/mongodb/core/MongoTemplate$ReadDocumentCallback::doWith(Lorg/bson/Document;)Ljava/lang/Object;
org/springframework/data/mongodb/core/MongoTemplate	lambda$doAggregate$24	(Lorg/springframework/data/mongodb/core/aggregation/Aggregation;Lorg/springframework/data/mongodb/core/aggregation/AggregationOptions;Ljava/util/List;Lorg/springframework/data/mongodb/core/MongoTemplate$ReadDocumentCallback;Lcom/mongodb/client/MongoCollection;)Lorg/springframework/data/mongodb/core/aggregation/AggregationResults;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/MongoTemplate	lambda$doStream$1	(Lorg/bson/Document;Lorg/bson/Document;Lcom/mongodb/client/MongoCollection;)Lcom/mongodb/client/FindIterable;	INVOKE_STATIC	com/mongodb/client/FindIterable::projection(Lorg/bson/conversions/Bson;)Lcom/mongodb/client/FindIterable;
org/springframework/data/mongodb/core/MongoTemplate	lambda$doStream$1	(Lorg/bson/Document;Lorg/bson/Document;Lcom/mongodb/client/MongoCollection;)Lcom/mongodb/client/FindIterable;	INVOKE_STATIC	com/mongodb/client/MongoCollection::find(Lorg/bson/conversions/Bson;Ljava/lang/Class;)Lcom/mongodb/client/FindIterable;
org/springframework/data/mongodb/core/MongoTemplate	lambda$findDistinct$10	(Lorg/bson/Document;Ljava/lang/String;Ljava/lang/String;Lorg/springframework/data/mongodb/core/query/Query;Ljava/lang/Class;Ljava/lang/String;Ljava/lang/Class;Lorg/springframework/data/mongodb/core/QueryOperations$DistinctQueryContext;Lcom/mongodb/client/MongoCollection;)Lcom/mongodb/client/DistinctIterable;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/MongoTemplate	mapReduce	(Lorg/springframework/data/mongodb/core/query/Query;Ljava/lang/Class;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/springframework/data/mongodb/core/mapreduce/MapReduceOptions;Ljava/lang/Class;)Ljava/util/List;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/MongoTemplate$FindAndModifyCallback	doInCollection	(Lcom/mongodb/client/MongoCollection;)Lorg/bson/Document;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/MongoTemplate$FindAndRemoveCallback	doInCollection	(Lcom/mongodb/client/MongoCollection;)Lorg/bson/Document;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/MongoTemplate$QueryCursorPreparer	prepare	(Lcom/mongodb/client/FindIterable;)Lcom/mongodb/client/FindIterable;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/QueryOperations$CountContext	getCountOptions	(Ljava/lang/Class;Ljava/util/function/Consumer;)Lcom/mongodb/client/model/CountOptions;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/QueryOperations$DeleteContext	getDeleteOptions	(Ljava/lang/Class;Ljava/util/function/Consumer;)Lcom/mongodb/client/model/DeleteOptions;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/QueryOperations$QueryContext	applyCollation	(Ljava/lang/Class;Ljava/util/function/Consumer;)V	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/QueryOperations$UpdateContext	getUpdateOptions	(Ljava/lang/Class;Ljava/util/function/Consumer;)Lcom/mongodb/client/model/UpdateOptions;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/ReactiveChangeStreamOperationSupport$ReactiveChangeStreamSupport	initOptionsBuilder	()Lorg/springframework/data/mongodb/core/ChangeStreamOptions$ChangeStreamOptionsBuilder;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/ReactiveFindOperationSupport$ReactiveFindSupport	getCursorPreparer	(Lorg/springframework/data/mongodb/core/query/Query;)Lorg/springframework/data/mongodb/core/FindPublisherPreparer;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/ReactiveFindOperationSupport$ReactiveFindSupport	tail	()Lreactor/core/publisher/Flux;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	aggregateAndMap	(Lcom/mongodb/reactivestreams/client/MongoCollection;Ljava/util/List;ZLorg/springframework/data/mongodb/core/aggregation/AggregationOptions;Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$ReadDocumentCallback;Ljava/lang/Class;)Lreactor/core/publisher/Flux;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	createFlux	(Ljava/lang/String;Lorg/springframework/data/mongodb/core/ReactiveCollectionCallback;)Lreactor/core/publisher/Flux;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	exactCount	(Lorg/springframework/data/mongodb/core/query/Query;Ljava/lang/Class;Ljava/lang/String;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	findAndModify	(Lorg/springframework/data/mongodb/core/query/Query;Lorg/springframework/data/mongodb/core/query/UpdateDefinition;Lorg/springframework/data/mongodb/core/FindAndModifyOptions;Ljava/lang/Class;Ljava/lang/String;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	geoNear	(Lorg/springframework/data/mongodb/core/query/NearQuery;Ljava/lang/Class;Ljava/lang/String;Ljava/lang/Class;)Lreactor/core/publisher/Flux;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$changeStream$74	(Ljava/lang/String;Ljava/util/List;Lorg/springframework/data/mongodb/core/ChangeStreamOptions;Lcom/mongodb/client/model/changestream/FullDocument;Lcom/mongodb/reactivestreams/client/MongoDatabase;)Lcom/mongodb/reactivestreams/client/ChangeStreamPublisher;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$changeStream$75	(Ljava/lang/Class;Lcom/mongodb/client/model/changestream/ChangeStreamDocument;)Lorg/springframework/data/mongodb/core/ChangeStreamEvent;	INVOKE_STATIC	org/springframework/data/mongodb/core/ChangeStreamEvent::<init>(Lcom/mongodb/client/model/changestream/ChangeStreamDocument;Ljava/lang/Class;Lorg/springframework/data/mongodb/core/convert/MongoConverter;)V
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$changeStream$75	(Ljava/lang/Class;Lcom/mongodb/client/model/changestream/ChangeStreamDocument;)Lorg/springframework/data/mongodb/core/ChangeStreamEvent;	INVOKE_STATIC	org/springframework/data/mongodb/core/ReactiveMongoTemplate::getConverter()Lorg/springframework/data/mongodb/core/convert/MongoConverter;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$collectionExists$12	(Ljava/lang/String;Ljava/lang/String;)Z	INVOKE_STATIC	java/lang/String::equals(Ljava/lang/Object;)Z
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$collectionExists$13	(Ljava/lang/String;)Ljava/lang/Boolean;	INVOKE_STATIC	java/lang/Boolean::valueOf(Z)Ljava/lang/Boolean;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$count$27	(Lorg/springframework/data/mongodb/core/query/Query;Ljava/lang/Class;Ljava/lang/String;Lcom/mongodb/reactivestreams/client/MongoCollection;)Lorg/reactivestreams/Publisher;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doFindAndDelete$80	(Ljava/util/List;Lcom/mongodb/client/result/DeleteResult;)Lorg/reactivestreams/Publisher;	INVOKE_STATIC	reactor/core/publisher/Flux::fromIterable(Ljava/lang/Iterable;)Lreactor/core/publisher/Flux;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsert$33	(Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$PersistableEntityModel;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsert$35	(Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$PersistableEntityModel;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	java/util/Objects::requireNonNull(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsert$36	(Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$PersistableEntityModel;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	GET_FIELD	org/springframework/data/mongodb/core/ReactiveMongoTemplate::mongoConverter|Lorg/springframework/data/mongodb/core/convert/MongoConverter;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsert$36	(Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$PersistableEntityModel;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	GET_FIELD	org/springframework/data/mongodb/core/ReactiveMongoTemplate::operations|Lorg/springframework/data/mongodb/core/EntityOperations;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsert$36	(Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$PersistableEntityModel;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/EntityOperations$AdaptibleEntity::populateIdIfNecessary(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsert$36	(Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$PersistableEntityModel;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/EntityOperations::forEntity(Ljava/lang/Object;Lorg/springframework/core/convert/ConversionService;)Lorg/springframework/data/mongodb/core/EntityOperations$AdaptibleEntity;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsert$36	(Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$PersistableEntityModel;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/ReactiveMongoTemplate$PersistableEntityModel::getSource()Ljava/lang/Object;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsert$36	(Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$PersistableEntityModel;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/ReactiveMongoTemplate$PersistableEntityModel::getTarget()Lorg/bson/Document;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsert$36	(Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$PersistableEntityModel;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/ReactiveMongoTemplate::maybeCallAfterSave(Ljava/lang/Object;Lorg/bson/Document;Ljava/lang/String;)Lreactor/core/publisher/Mono;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsert$36	(Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$PersistableEntityModel;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/ReactiveMongoTemplate::maybeEmitEvent(Lorg/springframework/data/mongodb/core/mapping/event/MongoMappingEvent;)Lorg/springframework/data/mongodb/core/mapping/event/MongoMappingEvent;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsert$36	(Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$PersistableEntityModel;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/MongoConverter::getConversionService()Lorg/springframework/core/convert/ConversionService;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsert$36	(Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$PersistableEntityModel;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/mapping/event/AfterSaveEvent::<init>(Ljava/lang/Object;Lorg/bson/Document;Ljava/lang/String;)V
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsertAll$38	(Ljava/lang/String;)Ljava/util/List;	INVOKE_STATIC	java/util/ArrayList::<init>()V
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsertBatch$41	(Lorg/springframework/data/mongodb/core/convert/MongoWriter;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	GET_FIELD	org/springframework/data/mongodb/core/ReactiveMongoTemplate::mongoConverter|Lorg/springframework/data/mongodb/core/convert/MongoConverter;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsertBatch$41	(Lorg/springframework/data/mongodb/core/convert/MongoWriter;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	GET_FIELD	org/springframework/data/mongodb/core/ReactiveMongoTemplate::operations|Lorg/springframework/data/mongodb/core/EntityOperations;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsertBatch$41	(Lorg/springframework/data/mongodb/core/convert/MongoWriter;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/EntityOperations$AdaptibleEntity::assertUpdateableIdIfNotSet()V
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsertBatch$41	(Lorg/springframework/data/mongodb/core/convert/MongoWriter;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/EntityOperations$AdaptibleEntity::initializeVersionProperty()Ljava/lang/Object;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsertBatch$41	(Lorg/springframework/data/mongodb/core/convert/MongoWriter;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/EntityOperations$AdaptibleEntity::toMappedDocument(Lorg/springframework/data/mongodb/core/convert/MongoWriter;)Lorg/springframework/data/mongodb/core/MappedDocument;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsertBatch$41	(Lorg/springframework/data/mongodb/core/convert/MongoWriter;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/EntityOperations::forEntity(Ljava/lang/Object;Lorg/springframework/core/convert/ConversionService;)Lorg/springframework/data/mongodb/core/EntityOperations$AdaptibleEntity;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsertBatch$41	(Lorg/springframework/data/mongodb/core/convert/MongoWriter;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/MappedDocument::getDocument()Lorg/bson/Document;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsertBatch$41	(Lorg/springframework/data/mongodb/core/convert/MongoWriter;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/ReactiveMongoTemplate::maybeCallBeforeSave(Ljava/lang/Object;Lorg/bson/Document;Ljava/lang/String;)Lreactor/core/publisher/Mono;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsertBatch$41	(Lorg/springframework/data/mongodb/core/convert/MongoWriter;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/ReactiveMongoTemplate::maybeEmitEvent(Lorg/springframework/data/mongodb/core/mapping/event/MongoMappingEvent;)Lorg/springframework/data/mongodb/core/mapping/event/MongoMappingEvent;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsertBatch$41	(Lorg/springframework/data/mongodb/core/convert/MongoWriter;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/convert/MongoConverter::getConversionService()Lorg/springframework/core/convert/ConversionService;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsertBatch$41	(Lorg/springframework/data/mongodb/core/convert/MongoWriter;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/mapping/event/BeforeSaveEvent::<init>(Ljava/lang/Object;Lorg/bson/Document;Ljava/lang/String;)V
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsertBatch$41	(Lorg/springframework/data/mongodb/core/convert/MongoWriter;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	reactor/core/publisher/Mono::thenReturn(Ljava/lang/Object;)Lreactor/core/publisher/Mono;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsertBatch$41	(Lorg/springframework/data/mongodb/core/convert/MongoWriter;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	reactor/util/function/Tuples::of(Ljava/lang/Object;Ljava/lang/Object;)Lreactor/util/function/Tuple2;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doRemove$70	(Lcom/mongodb/reactivestreams/client/MongoCollection;Lcom/mongodb/client/model/DeleteOptions;Ljava/util/List;)Lorg/reactivestreams/Publisher;	INVOKE_STATIC	com/mongodb/reactivestreams/client/MongoCollection::deleteMany(Lorg/bson/conversions/Bson;Lcom/mongodb/client/model/DeleteOptions;)Lorg/reactivestreams/Publisher;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doRemove$70	(Lcom/mongodb/reactivestreams/client/MongoCollection;Lcom/mongodb/client/model/DeleteOptions;Ljava/util/List;)Lorg/reactivestreams/Publisher;	INVOKE_STATIC	org/springframework/data/mongodb/core/MappedDocument::getIdIn(Ljava/util/Collection;)Lorg/bson/Document;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doSave$50	(Lorg/springframework/data/mongodb/core/EntityOperations$AdaptibleEntity;Lorg/bson/Document;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/EntityOperations$AdaptibleEntity::populateIdIfNecessary(Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doSave$50	(Lorg/springframework/data/mongodb/core/EntityOperations$AdaptibleEntity;Lorg/bson/Document;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/ReactiveMongoTemplate::maybeCallAfterSave(Ljava/lang/Object;Lorg/bson/Document;Ljava/lang/String;)Lreactor/core/publisher/Mono;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doSave$50	(Lorg/springframework/data/mongodb/core/EntityOperations$AdaptibleEntity;Lorg/bson/Document;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/ReactiveMongoTemplate::maybeEmitEvent(Lorg/springframework/data/mongodb/core/mapping/event/MongoMappingEvent;)Lorg/springframework/data/mongodb/core/mapping/event/MongoMappingEvent;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doSave$50	(Lorg/springframework/data/mongodb/core/EntityOperations$AdaptibleEntity;Lorg/bson/Document;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/mapping/event/AfterSaveEvent::<init>(Ljava/lang/Object;Lorg/bson/Document;Ljava/lang/String;)V
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doSave$51	(Ljava/lang/String;Lorg/bson/Document;Lorg/springframework/data/mongodb/core/EntityOperations$AdaptibleEntity;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_DYNAMIC	[java/lang/invoke/LambdaMetafactory::metafactory(Ljava/lang/invoke/MethodHandles$Lookup;Ljava/lang/String;Ljava/lang/invoke/MethodType;Ljava/lang/invoke/MethodType;Ljava/lang/invoke/MethodHandle;Ljava/lang/invoke/MethodType;)Ljava/lang/invoke/CallSite;]::apply(Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate;Lorg/springframework/data/mongodb/core/EntityOperations$AdaptibleEntity;Lorg/bson/Document;Ljava/lang/String;)Ljava/util/function/Function;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doSave$51	(Ljava/lang/String;Lorg/bson/Document;Lorg/springframework/data/mongodb/core/EntityOperations$AdaptibleEntity;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doSave$51	(Ljava/lang/String;Lorg/bson/Document;Lorg/springframework/data/mongodb/core/EntityOperations$AdaptibleEntity;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	org/springframework/data/mongodb/core/ReactiveMongoTemplate::saveDocument(Ljava/lang/String;Lorg/bson/Document;Ljava/lang/Class;)Lreactor/core/publisher/Mono;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doSave$51	(Ljava/lang/String;Lorg/bson/Document;Lorg/springframework/data/mongodb/core/EntityOperations$AdaptibleEntity;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	reactor/core/publisher/Mono::flatMap(Ljava/util/function/Function;)Lreactor/core/publisher/Mono;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doSave$52	(Lorg/springframework/data/mongodb/core/convert/MongoWriter;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	GET_FIELD	org/springframework/data/mongodb/core/ReactiveMongoTemplate::mongoConverter|Lorg/springframework/data/mongodb/core/convert/MongoConverter;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doSave$52	(Lorg/springframework/data/mongodb/core/convert/MongoWriter;Ljava/lang/String;Ljava/lang/Object;)Lreactor/core/publisher/Mono;	GET_FIELD	org/springframework/data/mongodb/core/ReactiveMongoTemplate::operations|Lorg/springframework/data/mongodb/core/EntityOperations;
