JUnit version 4.13.2
2024-11-14 03:47:31,224 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.server.balancer.Dispatcher_ESTest
2024-11-14 03:47:32,231 INFO  CreateClassResetClassAdapter - Found static initializer in class org/apache/hadoop/thirdparty/com/google/common/base/Preconditions
2024-11-14 03:47:32,232 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.com.google.common.base.Preconditions
2024-11-14 03:47:32,233 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.com.google.common.base.Java8Usage
2024-11-14 03:47:32,233 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.com.google.common.base.Java8Usage'.
2024-11-14 03:47:32,233 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/thirdparty/com/google/common/base/Java8Usage
2024-11-14 03:47:32,233 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/thirdparty/com/google/common/base/Java8Usage
2024-11-14 03:47:32,234 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.com.google.common.base.Java8Usage
2024-11-14 03:47:32,235 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap
2024-11-14 03:47:32,235 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap'.
2024-11-14 03:47:32,236 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/thirdparty/com/google/common/collect/MapMakerInternalMap
2024-11-14 03:47:32,239 INFO  CreateClassResetClassAdapter - Found static initializer in class org/apache/hadoop/thirdparty/com/google/common/collect/MapMakerInternalMap
2024-11-14 03:47:32,240 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap
2024-11-14 03:47:32,240 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$WeakValueReference
2024-11-14 03:47:32,240 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$WeakValueReference'.
2024-11-14 03:47:32,241 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$WeakValueReference
2024-11-14 03:47:32,241 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$InternalEntryHelper
2024-11-14 03:47:32,241 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$InternalEntryHelper'.
2024-11-14 03:47:32,242 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$InternalEntryHelper
2024-11-14 03:47:32,242 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$1
2024-11-14 03:47:32,242 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$1'.
2024-11-14 03:47:32,243 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/thirdparty/com/google/common/collect/MapMakerInternalMap$1
2024-11-14 03:47:32,244 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$1
2024-11-14 03:47:32,244 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$InternalEntry
2024-11-14 03:47:32,244 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$InternalEntry'.
2024-11-14 03:47:32,245 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$InternalEntry
2024-11-14 03:47:32,245 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$Strength
2024-11-14 03:47:32,245 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$Strength'.
2024-11-14 03:47:32,245 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/thirdparty/com/google/common/collect/MapMakerInternalMap$Strength
2024-11-14 03:47:32,246 INFO  CreateClassResetClassAdapter - Found static initializer in class org/apache/hadoop/thirdparty/com/google/common/collect/MapMakerInternalMap$Strength
2024-11-14 03:47:32,246 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$Strength
2024-11-14 03:47:32,246 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$Strength$1
2024-11-14 03:47:32,246 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$Strength$1'.
2024-11-14 03:47:32,247 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/thirdparty/com/google/common/collect/MapMakerInternalMap$Strength$1
2024-11-14 03:47:32,247 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$Strength$1
2024-11-14 03:47:32,247 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$Strength$2
2024-11-14 03:47:32,247 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$Strength$2'.
2024-11-14 03:47:32,247 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/thirdparty/com/google/common/collect/MapMakerInternalMap$Strength$2
2024-11-14 03:47:32,248 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$Strength$2
2024-11-14 03:47:32,248 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.com.google.common.base.MoreObjects
2024-11-14 03:47:32,248 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.com.google.common.base.MoreObjects'.
2024-11-14 03:47:32,249 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/thirdparty/com/google/common/base/MoreObjects
2024-11-14 03:47:32,251 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/thirdparty/com/google/common/base/MoreObjects
2024-11-14 03:47:32,251 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.com.google.common.base.MoreObjects
2024-11-14 03:47:32,252 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$StrongKeyDummyValueEntry$Helper
2024-11-14 03:47:32,252 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$StrongKeyDummyValueEntry$Helper'.
2024-11-14 03:47:32,252 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/thirdparty/com/google/common/collect/MapMakerInternalMap$StrongKeyDummyValueEntry$Helper
2024-11-14 03:47:32,253 INFO  CreateClassResetClassAdapter - Found static initializer in class org/apache/hadoop/thirdparty/com/google/common/collect/MapMakerInternalMap$StrongKeyDummyValueEntry$Helper
2024-11-14 03:47:32,254 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$StrongKeyDummyValueEntry$Helper
2024-11-14 03:47:32,254 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$Segment
2024-11-14 03:47:32,254 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$Segment'.
2024-11-14 03:47:32,254 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/thirdparty/com/google/common/collect/MapMakerInternalMap$Segment
2024-11-14 03:47:32,256 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/thirdparty/com/google/common/collect/MapMakerInternalMap$Segment
2024-11-14 03:47:32,256 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$Segment
2024-11-14 03:47:32,256 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$StrongKeyDummyValueSegment
2024-11-14 03:47:32,256 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$StrongKeyDummyValueSegment'.
2024-11-14 03:47:32,257 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/thirdparty/com/google/common/collect/MapMakerInternalMap$StrongKeyDummyValueSegment
2024-11-14 03:47:32,257 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/thirdparty/com/google/common/collect/MapMakerInternalMap$StrongKeyDummyValueSegment
2024-11-14 03:47:32,257 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.thirdparty.com.google.common.collect.MapMakerInternalMap$StrongKeyDummyValueSegment
2024-11-14 03:47:32,258 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.conf.Configuration$ParsedItem
2024-11-14 03:47:32,258 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.conf.Configuration$ParsedItem'.
2024-11-14 03:47:32,259 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/conf/Configuration$ParsedItem
2024-11-14 03:47:32,259 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/conf/Configuration$ParsedItem
2024-11-14 03:47:32,259 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.conf.Configuration$ParsedItem
2024-11-14 03:47:32,345 INFO  EvoClassLoader - Seeing class for first time: com.ctc.wstx.io.BufferRecycler
2024-11-14 03:47:32,345 INFO  EvoClassLoader - Instrumenting class 'com.ctc.wstx.io.BufferRecycler'.
2024-11-14 03:47:32,346 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class com/ctc/wstx/io/BufferRecycler
2024-11-14 03:47:32,346 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class com/ctc/wstx/io/BufferRecycler
2024-11-14 03:47:32,346 INFO  EvoClassLoader - Keeping class: com.ctc.wstx.io.BufferRecycler
2024-11-14 03:47:32,351 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.fs.FileSystem$3
2024-11-14 03:47:32,351 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.fs.FileSystem$3'.
2024-11-14 03:47:32,351 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/fs/FileSystem$3
2024-11-14 03:47:32,352 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.fs.FileSystem$3
2024-11-14 03:47:32,353 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.util.StripedBlockUtil
2024-11-14 03:47:32,353 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.util.StripedBlockUtil'.
2024-11-14 03:47:32,354 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/hdfs/util/StripedBlockUtil
2024-11-14 03:47:32,356 INFO  CreateClassResetClassAdapter - Found static initializer in class org/apache/hadoop/hdfs/util/StripedBlockUtil
2024-11-14 03:47:32,356 INFO  EvoClassLoader - Defined package (3): package org.apache.hadoop.hdfs.util, 1835093268
2024-11-14 03:47:32,356 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.util.StripedBlockUtil
2024-11-14 03:47:32,360 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.classification.InterfaceAudience$Private
2024-11-14 03:47:32,360 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.classification.InterfaceAudience$Private'.
2024-11-14 03:47:32,361 INFO  EvoClassLoader - Defined package (3): package org.apache.hadoop.classification, 1598700281
2024-11-14 03:47:32,361 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.classification.InterfaceAudience$Private
2024-11-14 03:47:32,362 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.fs.CanUnbuffer
2024-11-14 03:47:32,362 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.fs.CanUnbuffer'.
2024-11-14 03:47:32,363 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.fs.CanUnbuffer
2024-11-14 03:47:32,363 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.protocol.Block$1
2024-11-14 03:47:32,364 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.protocol.Block$1'.
2024-11-14 03:47:32,364 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/hdfs/protocol/Block$1
2024-11-14 03:47:32,364 INFO  EvoClassLoader - Defined package (3): package org.apache.hadoop.hdfs.protocol, -1396960598
2024-11-14 03:47:32,365 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.io.WritableFactory
2024-11-14 03:47:32,365 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.io.WritableFactory'.
2024-11-14 03:47:32,365 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.io.WritableFactory
2024-11-14 03:47:32,365 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.protocol.Block$1
2024-11-14 03:47:32,366 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.fs.ByteBufferPositionedReadable
2024-11-14 03:47:32,366 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.fs.ByteBufferPositionedReadable'.
2024-11-14 03:47:32,366 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.fs.ByteBufferPositionedReadable
2024-11-14 03:47:32,368 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.io.WritableFactories
2024-11-14 03:47:32,368 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.io.WritableFactories'.
2024-11-14 03:47:32,368 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/io/WritableFactories
2024-11-14 03:47:32,369 INFO  CreateClassResetClassAdapter - Found static initializer in class org/apache/hadoop/io/WritableFactories
2024-11-14 03:47:32,369 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.io.WritableFactories
2024-11-14 03:47:32,369 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.fs.StorageType
2024-11-14 03:47:32,369 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.fs.StorageType'.
2024-11-14 03:47:32,370 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/fs/StorageType
2024-11-14 03:47:32,370 INFO  CreateClassResetClassAdapter - Found static initializer in class org/apache/hadoop/fs/StorageType
2024-11-14 03:47:32,370 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.fs.StorageType
2024-11-14 03:47:32,371 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.classification.InterfaceStability$Stable
2024-11-14 03:47:32,371 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.classification.InterfaceStability$Stable'.
2024-11-14 03:47:32,372 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.classification.InterfaceStability$Stable
2024-11-14 03:47:32,373 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.server.balancer.MovedBlocks$Locations
2024-11-14 03:47:32,373 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.server.balancer.MovedBlocks$Locations'.
2024-11-14 03:47:32,374 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/hdfs/server/balancer/MovedBlocks$Locations
2024-11-14 03:47:32,374 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/hdfs/server/balancer/MovedBlocks$Locations
2024-11-14 03:47:32,375 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.server.balancer.MovedBlocks$Locations
2024-11-14 03:47:32,377 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.fs.CanSetReadahead
2024-11-14 03:47:32,377 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.fs.CanSetReadahead'.
2024-11-14 03:47:32,378 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.fs.CanSetReadahead
2024-11-14 03:47:32,380 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.net.InnerNodeImpl$Factory
2024-11-14 03:47:32,380 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.net.InnerNodeImpl$Factory'.
2024-11-14 03:47:32,381 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/net/InnerNodeImpl$Factory
2024-11-14 03:47:32,381 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/net/InnerNodeImpl$Factory
2024-11-14 03:47:32,381 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.net.InnerNode$Factory
2024-11-14 03:47:32,381 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.net.InnerNode$Factory'.
2024-11-14 03:47:32,382 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.net.InnerNode$Factory
2024-11-14 03:47:32,382 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.net.InnerNodeImpl$Factory
2024-11-14 03:47:32,382 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.util.Time$1
2024-11-14 03:47:32,382 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.util.Time$1'.
2024-11-14 03:47:32,383 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/util/Time$1
2024-11-14 03:47:32,385 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.util.Time$1
2024-11-14 03:47:32,387 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.protocol.datatransfer.sasl.DataTransferSaslUtil
2024-11-14 03:47:32,387 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.protocol.datatransfer.sasl.DataTransferSaslUtil'.
2024-11-14 03:47:32,387 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/hdfs/protocol/datatransfer/sasl/DataTransferSaslUtil
2024-11-14 03:47:32,390 INFO  CreateClassResetClassAdapter - Found static initializer in class org/apache/hadoop/hdfs/protocol/datatransfer/sasl/DataTransferSaslUtil
2024-11-14 03:47:32,391 INFO  EvoClassLoader - Defined package (3): package org.apache.hadoop.hdfs.protocol.datatransfer.sasl, 575598492
2024-11-14 03:47:32,391 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.protocol.datatransfer.sasl.DataTransferSaslUtil
2024-11-14 03:47:32,392 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.protocol.datatransfer.InvalidEncryptionKeyException
2024-11-14 03:47:32,392 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.protocol.datatransfer.InvalidEncryptionKeyException'.
2024-11-14 03:47:32,392 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/hdfs/protocol/datatransfer/InvalidEncryptionKeyException
2024-11-14 03:47:32,393 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/hdfs/protocol/datatransfer/InvalidEncryptionKeyException
2024-11-14 03:47:32,393 INFO  EvoClassLoader - Defined package (3): package org.apache.hadoop.hdfs.protocol.datatransfer, -312567207
2024-11-14 03:47:32,394 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.protocol.datatransfer.InvalidEncryptionKeyException
2024-11-14 03:47:32,394 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.security.token.block.InvalidBlockTokenException
2024-11-14 03:47:32,394 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.security.token.block.InvalidBlockTokenException'.
2024-11-14 03:47:32,394 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/hdfs/security/token/block/InvalidBlockTokenException
2024-11-14 03:47:32,395 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/hdfs/security/token/block/InvalidBlockTokenException
2024-11-14 03:47:32,395 INFO  EvoClassLoader - Defined package (3): package org.apache.hadoop.hdfs.security.token.block, 2046137276
2024-11-14 03:47:32,395 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.hdfs.security.token.block.InvalidBlockTokenException
2024-11-14 03:47:32,395 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.crypto.CryptoInputStream
2024-11-14 03:47:32,395 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.crypto.CryptoInputStream'.
2024-11-14 03:47:32,396 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/crypto/CryptoInputStream
2024-11-14 03:47:32,399 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/crypto/CryptoInputStream
2024-11-14 03:47:32,399 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.fs.Seekable
2024-11-14 03:47:32,399 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.fs.Seekable'.
2024-11-14 03:47:32,400 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.fs.Seekable
2024-11-14 03:47:32,400 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.fs.PositionedReadable
2024-11-14 03:47:32,400 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.fs.PositionedReadable'.
2024-11-14 03:47:32,401 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.fs.PositionedReadable
2024-11-14 03:47:32,401 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.fs.ByteBufferReadable
2024-11-14 03:47:32,401 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.fs.ByteBufferReadable'.
2024-11-14 03:47:32,402 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.fs.ByteBufferReadable
2024-11-14 03:47:32,402 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.fs.HasFileDescriptor
2024-11-14 03:47:32,402 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.fs.HasFileDescriptor'.
2024-11-14 03:47:32,403 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.fs.HasFileDescriptor
2024-11-14 03:47:32,403 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.fs.HasEnhancedByteBufferAccess
2024-11-14 03:47:32,403 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.fs.HasEnhancedByteBufferAccess'.
2024-11-14 03:47:32,403 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.fs.HasEnhancedByteBufferAccess
2024-11-14 03:47:32,404 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.crypto.CryptoInputStream
2024-11-14 03:47:32,408 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.io.DataInputBuffer
2024-11-14 03:47:32,408 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.io.DataInputBuffer'.
2024-11-14 03:47:32,409 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/io/DataInputBuffer
2024-11-14 03:47:32,409 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/io/DataInputBuffer
2024-11-14 03:47:32,410 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.io.DataInputBuffer
2024-11-14 03:47:32,410 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.io.DataInputBuffer$Buffer
2024-11-14 03:47:32,410 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.io.DataInputBuffer$Buffer'.
2024-11-14 03:47:32,411 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/io/DataInputBuffer$Buffer
2024-11-14 03:47:32,413 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/io/DataInputBuffer$Buffer
2024-11-14 03:47:32,413 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.io.DataInputBuffer$Buffer
2024-11-14 03:47:32,414 INFO  EvoClassLoader - Seeing class for first time: org.eclipse.jetty.util.component.Dumpable
2024-11-14 03:47:32,414 INFO  EvoClassLoader - Instrumenting class 'org.eclipse.jetty.util.component.Dumpable'.
2024-11-14 03:47:32,416 INFO  EvoClassLoader - Defined package (3): package org.eclipse.jetty.util.component, 1836137266
2024-11-14 03:47:32,416 INFO  EvoClassLoader - Keeping class: org.eclipse.jetty.util.component.Dumpable
2024-11-14 03:47:32,416 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.net.NetworkTopology$InvalidTopologyException
2024-11-14 03:47:32,416 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.net.NetworkTopology$InvalidTopologyException'.
2024-11-14 03:47:32,416 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/net/NetworkTopology$InvalidTopologyException
2024-11-14 03:47:32,417 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/net/NetworkTopology$InvalidTopologyException
2024-11-14 03:47:32,417 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.net.NetworkTopology$InvalidTopologyException
2024-11-14 03:47:32,417 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.util.ReflectionUtils
2024-11-14 03:47:32,417 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.util.ReflectionUtils'.
2024-11-14 03:47:32,417 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/util/ReflectionUtils
2024-11-14 03:47:32,419 INFO  CreateClassResetClassAdapter - Found static initializer in class org/apache/hadoop/util/ReflectionUtils
2024-11-14 03:47:32,420 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.util.ReflectionUtils
2024-11-14 03:47:32,420 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.util.ReflectionUtils$1
2024-11-14 03:47:32,420 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.util.ReflectionUtils$1'.
2024-11-14 03:47:32,420 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/util/ReflectionUtils$1
2024-11-14 03:47:32,420 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.util.ReflectionUtils$1
2024-11-14 03:47:32,421 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.io.DataOutputBuffer
2024-11-14 03:47:32,421 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.io.DataOutputBuffer'.
2024-11-14 03:47:32,421 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/io/DataOutputBuffer
2024-11-14 03:47:32,421 INFO  CreateClassResetClassAdapter - Creating brand-new static initializer in class org/apache/hadoop/io/DataOutputBuffer
2024-11-14 03:47:32,422 INFO  EvoClassLoader - Keeping class: org.apache.hadoop.io.DataOutputBuffer
2024-11-14 03:47:32,424 INFO  EvoClassLoader - Seeing class for first time: org.apache.hadoop.hdfs.protocol.datatransfer.TrustedChannelResolver
2024-11-14 03:47:32,424 INFO  EvoClassLoader - Instrumenting class 'org.apache.hadoop.hdfs.protocol.datatransfer.TrustedChannelResolver'.
2024-11-14 03:47:32,425 INFO  MethodCallReplacementClassAdapter - Adding mock interface to class org/apache/hadoop/hdfs/protocol/datatransfer/TrustedChannelResolver
