org/springframework/data/auditing/AuditingHandlerSupport	touchDate	(Lorg/springframework/data/auditing/AuditableBeanWrapper;Z)Ljava/util/Optional;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/core/support/MethodLookups$RepositoryAwareMethodLookup	lambda$null$1	(Lorg/springframework/data/repository/core/support/MethodLookup$InvokedMethod;Ljava/lang/reflect/Method;)Z	INVOKE_STATIC	java/lang/reflect/Method::getParameterCount()I
org/springframework/data/repository/core/support/MethodLookups$RepositoryAwareMethodLookup	lambda$null$1	(Lorg/springframework/data/repository/core/support/MethodLookup$InvokedMethod;Ljava/lang/reflect/Method;)Z	INVOKE_STATIC	org/springframework/data/repository/core/support/MethodLookup$InvokedMethod::getParameterCount()I
org/springframework/data/repository/core/support/MethodLookups$RepositoryAwareMethodLookup	lambda$null$2	(Lorg/springframework/data/repository/core/support/MethodLookup$InvokedMethod;Ljava/lang/reflect/Method;)Z	INVOKE_STATIC	org/springframework/data/repository/core/support/MethodLookup$InvokedMethod::getMethod()Ljava/lang/reflect/Method;
org/springframework/data/repository/core/support/MethodLookups$RepositoryAwareMethodLookup	lambda$null$2	(Lorg/springframework/data/repository/core/support/MethodLookup$InvokedMethod;Ljava/lang/reflect/Method;)Z	INVOKE_STATIC	org/springframework/data/repository/core/support/MethodLookups$RepositoryAwareMethodLookup::parametersMatch(Ljava/lang/reflect/Method;Ljava/lang/reflect/Method;)Z
org/springframework/data/repository/core/support/RepositoryComposition	lambda$getMethod$2	(Ljava/lang/reflect/Method;)Ljava/lang/reflect/Method;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/core/support/RepositoryComposition	lambda$null$3	(Lorg/springframework/data/repository/core/support/RepositoryFragment;)Lorg/springframework/data/repository/core/support/FragmentNotImplementedException;	CONSTANT	 type: class java.lang.String; value: Fragment %s used in %s has no implementation
org/springframework/data/repository/core/support/RepositoryComposition	lambda$null$3	(Lorg/springframework/data/repository/core/support/RepositoryFragment;)Lorg/springframework/data/repository/core/support/FragmentNotImplementedException;	GET_FIELD	org/springframework/data/repository/core/support/RepositoryComposition::metadata|Lorg/springframework/data/repository/core/RepositoryMetadata;
org/springframework/data/repository/core/support/RepositoryComposition	lambda$null$3	(Lorg/springframework/data/repository/core/support/RepositoryFragment;)Lorg/springframework/data/repository/core/support/FragmentNotImplementedException;	INVOKE_STATIC	java/lang/String::format(Ljava/lang/String;[Ljava/lang/Object;)Ljava/lang/String;
org/springframework/data/repository/core/support/RepositoryComposition	lambda$null$3	(Lorg/springframework/data/repository/core/support/RepositoryFragment;)Lorg/springframework/data/repository/core/support/FragmentNotImplementedException;	INVOKE_STATIC	org/springframework/data/repository/core/RepositoryMetadata::getRepositoryInterface()Ljava/lang/Class;
org/springframework/data/repository/core/support/RepositoryComposition	lambda$null$3	(Lorg/springframework/data/repository/core/support/RepositoryFragment;)Lorg/springframework/data/repository/core/support/FragmentNotImplementedException;	INVOKE_STATIC	org/springframework/data/repository/core/support/FragmentNotImplementedException::<init>(Ljava/lang/String;Ljava/lang/Class;Lorg/springframework/data/repository/core/support/RepositoryFragment;)V
org/springframework/data/repository/core/support/RepositoryComposition	lambda$null$3	(Lorg/springframework/data/repository/core/support/RepositoryFragment;)Lorg/springframework/data/repository/core/support/FragmentNotImplementedException;	INVOKE_STATIC	org/springframework/data/repository/core/support/RepositoryFragment::getSignatureContributor()Ljava/lang/Class;
org/springframework/data/repository/core/support/RepositoryComposition	lambda$null$3	(Lorg/springframework/data/repository/core/support/RepositoryFragment;)Lorg/springframework/data/repository/core/support/FragmentNotImplementedException;	INVOKE_STATIC	org/springframework/util/ClassUtils::getQualifiedName(Ljava/lang/Class;)Ljava/lang/String;
org/springframework/data/repository/core/support/RepositoryFactoryBeanSupport	afterPropertiesSet	()V	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/core/support/RepositoryFactorySupport	lambda$null$1	(Ljava/lang/Object;)Ljava/lang/String;	CONSTANT	 type: class java.lang.String; value: :
org/springframework/data/repository/core/support/RepositoryFactorySupport	lambda$null$1	(Ljava/lang/Object;)Ljava/lang/String;	INVOKE_STATIC	java/lang/Class::getName()Ljava/lang/String;
org/springframework/data/repository/core/support/RepositoryFactorySupport	lambda$null$1	(Ljava/lang/Object;)Ljava/lang/String;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/core/support/RepositoryFactorySupport	lambda$null$1	(Ljava/lang/Object;)Ljava/lang/String;	INVOKE_STATIC	java/lang/StringBuilder::<init>()V
org/springframework/data/repository/core/support/RepositoryFactorySupport	lambda$null$1	(Ljava/lang/Object;)Ljava/lang/String;	INVOKE_STATIC	java/lang/StringBuilder::append(Ljava/lang/String;)Ljava/lang/StringBuilder;
org/springframework/data/repository/core/support/RepositoryFactorySupport	lambda$null$1	(Ljava/lang/Object;)Ljava/lang/String;	INVOKE_STATIC	java/lang/StringBuilder::toString()Ljava/lang/String;
org/springframework/data/repository/core/support/RepositoryFactorySupport$RepositoryValidator	containsFragmentImplementation	(Lorg/springframework/data/repository/core/support/RepositoryComposition;Ljava/lang/Class;)Z	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/core/support/RepositoryFragment$ImplementedRepositoryFragment	lambda$null$0	(Ljava/lang/Object;Ljava/lang/Class;)Ljava/lang/String;	CONSTANT	 type: class java.lang.String; value: Fragment implementation %s does not implement %s
org/springframework/data/repository/core/support/RepositoryFragment$ImplementedRepositoryFragment	lambda$null$0	(Ljava/lang/Object;Ljava/lang/Class;)Ljava/lang/String;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/core/support/RepositoryFragment$ImplementedRepositoryFragment	lambda$null$0	(Ljava/lang/Object;Ljava/lang/Class;)Ljava/lang/String;	INVOKE_STATIC	java/lang/String::format(Ljava/lang/String;[Ljava/lang/Object;)Ljava/lang/String;
org/springframework/data/repository/core/support/RepositoryFragment$ImplementedRepositoryFragment	lambda$null$0	(Ljava/lang/Object;Ljava/lang/Class;)Ljava/lang/String;	INVOKE_STATIC	org/springframework/util/ClassUtils::getQualifiedName(Ljava/lang/Class;)Ljava/lang/String;
org/springframework/data/repository/core/support/RepositoryMethodInvoker$RepositoryQueryMethodInvoker	<init>	(Ljava/lang/reflect/Method;Lorg/springframework/data/repository/query/RepositoryQuery;)V	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/query/ExtensionAwareQueryMethodEvaluationContextProvider	lambda$null$1	()Ljava/lang/IllegalStateException;	CONSTANT	 type: class java.lang.String; value: Should never occur
org/springframework/data/repository/query/ExtensionAwareQueryMethodEvaluationContextProvider	lambda$null$1	()Ljava/lang/IllegalStateException;	INVOKE_STATIC	java/lang/IllegalStateException::<init>(Ljava/lang/String;)V
org/springframework/data/repository/query/Parameter	<clinit>	()V	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/query/parser/OrderBySource	lambda$null$0	(Lorg/springframework/data/mapping/PropertyPath;Lorg/springframework/data/domain/Sort$Direction;)Lorg/springframework/data/domain/Sort$Order;	INVOKE_STATIC	org/springframework/data/domain/Sort$Order::<init>(Lorg/springframework/data/domain/Sort$Direction;Ljava/lang/String;)V
org/springframework/data/repository/query/parser/OrderBySource	lambda$null$0	(Lorg/springframework/data/mapping/PropertyPath;Lorg/springframework/data/domain/Sort$Direction;)Lorg/springframework/data/domain/Sort$Order;	INVOKE_STATIC	org/springframework/data/mapping/PropertyPath::toDotPath()Ljava/lang/String;
org/springframework/data/repository/query/parser/OrderBySource	lambda$null$1	(Lorg/springframework/data/mapping/PropertyPath;)Lorg/springframework/data/domain/Sort$Order;	INVOKE_STATIC	org/springframework/data/domain/Sort$Order::by(Ljava/lang/String;)Lorg/springframework/data/domain/Sort$Order;
org/springframework/data/repository/query/parser/OrderBySource	lambda$null$1	(Lorg/springframework/data/mapping/PropertyPath;)Lorg/springframework/data/domain/Sort$Order;	INVOKE_STATIC	org/springframework/data/mapping/PropertyPath::toDotPath()Ljava/lang/String;
org/springframework/data/repository/query/parser/OrderBySource	lambda$null$3	(Ljava/lang/String;Lorg/springframework/data/domain/Sort$Direction;)Lorg/springframework/data/domain/Sort$Order;	INVOKE_STATIC	org/springframework/data/domain/Sort$Order::<init>(Lorg/springframework/data/domain/Sort$Direction;Ljava/lang/String;)V
org/springframework/data/repository/query/parser/OrderBySource	lambda$null$3	(Ljava/lang/String;Lorg/springframework/data/domain/Sort$Direction;)Lorg/springframework/data/domain/Sort$Order;	INVOKE_STATIC	org/springframework/util/StringUtils::uncapitalize(Ljava/lang/String;)Ljava/lang/String;
org/springframework/data/repository/query/parser/OrderBySource	lambda$null$4	(Ljava/lang/String;)Lorg/springframework/data/domain/Sort$Order;	INVOKE_STATIC	org/springframework/data/domain/Sort$Order::by(Ljava/lang/String;)Lorg/springframework/data/domain/Sort$Order;
org/springframework/data/repository/query/parser/OrderBySource	lambda$null$4	(Ljava/lang/String;)Lorg/springframework/data/domain/Sort$Order;	INVOKE_STATIC	org/springframework/util/StringUtils::uncapitalize(Ljava/lang/String;)Ljava/lang/String;
org/springframework/data/repository/support/MethodParameters$AnnotationNamingMethodParameter	lambda$null$0	(Lorg/springframework/data/repository/support/AnnotationAttribute;)Ljava/util/Optional;	INVOKE_DYNAMIC	[java/lang/invoke/LambdaMetafactory::metafactory(Ljava/lang/invoke/MethodHandles$Lookup;Ljava/lang/String;Ljava/lang/invoke/MethodType;Ljava/lang/invoke/MethodType;Ljava/lang/invoke/MethodHandle;Ljava/lang/invoke/MethodType;)Ljava/lang/invoke/CallSite;]::apply()Ljava/util/function/Function;
org/springframework/data/repository/support/MethodParameters$AnnotationNamingMethodParameter	lambda$null$0	(Lorg/springframework/data/repository/support/AnnotationAttribute;)Ljava/util/Optional;	INVOKE_STATIC	java/util/Optional::map(Ljava/util/function/Function;)Ljava/util/Optional;
org/springframework/data/repository/support/MethodParameters$AnnotationNamingMethodParameter	lambda$null$0	(Lorg/springframework/data/repository/support/AnnotationAttribute;)Ljava/util/Optional;	INVOKE_STATIC	org/springframework/data/repository/support/AnnotationAttribute::getValueFrom(Lorg/springframework/core/MethodParameter;)Ljava/util/Optional;
org/springframework/data/repository/support/MethodParameters$AnnotationNamingMethodParameter	lambda$null$1	()Ljava/lang/String;	INVOKE_STATIC	org/springframework/core/MethodParameter::getParameterName()Ljava/lang/String;
org/springframework/data/repository/support/Repositories	lambda$getRepositoryFor$0	(Ljava/util/Optional;Lorg/springframework/beans/factory/BeanFactory;)Ljava/util/Optional;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/util/ClassUtils	getNumberOfOccurrences	(Ljava/lang/reflect/Method;Ljava/lang/Class;)I	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/util/QueryExecutionConverters	<clinit>	()V	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/util/QueryExecutionConverters	lambda$static$0	(Lorg/springframework/data/repository/util/QueryExecutionConverters$ThrowingSupplier;)Ljava/lang/Object;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/util/ReactiveWrapperConverters$MonoWrapper	map	(Ljava/lang/Object;Ljava/util/function/Function;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/util/ReactiveWrapperConverters$RxJava1ObservableWrapper	map	(Ljava/lang/Object;Ljava/util/function/Function;)Lrx/Observable;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/util/ReactiveWrapperConverters$RxJava1SingleWrapper	map	(Ljava/lang/Object;Ljava/util/function/Function;)Lrx/Single;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/util/ReactiveWrapperConverters$RxJava2FlowableWrapper	map	(Ljava/lang/Object;Ljava/util/function/Function;)Lio/reactivex/Flowable;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/util/ReactiveWrapperConverters$RxJava2MaybeWrapper	map	(Ljava/lang/Object;Ljava/util/function/Function;)Lio/reactivex/Maybe;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/util/ReactiveWrapperConverters$RxJava2ObservableWrapper	map	(Ljava/lang/Object;Ljava/util/function/Function;)Lio/reactivex/Observable;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/util/ReactiveWrapperConverters$RxJava2SingleWrapper	map	(Ljava/lang/Object;Ljava/util/function/Function;)Lio/reactivex/Single;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/util/ReactiveWrapperConverters$RxJava3FlowableWrapper	map	(Ljava/lang/Object;Ljava/util/function/Function;)Lio/reactivex/rxjava3/core/Flowable;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/util/ReactiveWrapperConverters$RxJava3MaybeWrapper	map	(Ljava/lang/Object;Ljava/util/function/Function;)Lio/reactivex/rxjava3/core/Maybe;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/util/ReactiveWrapperConverters$RxJava3ObservableWrapper	map	(Ljava/lang/Object;Ljava/util/function/Function;)Lio/reactivex/rxjava3/core/Observable;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/repository/util/ReactiveWrapperConverters$RxJava3SingleWrapper	map	(Ljava/lang/Object;Ljava/util/function/Function;)Lio/reactivex/rxjava3/core/Single;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/spel/EvaluationContextExtensionInformation	lambda$null$0	(Ljava/lang/Object;)Lorg/springframework/data/spel/EvaluationContextExtensionInformation$RootObjectInformation;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/spel/EvaluationContextExtensionInformation	lambda$null$0	(Ljava/lang/Object;)Lorg/springframework/data/spel/EvaluationContextExtensionInformation$RootObjectInformation;	INVOKE_STATIC	org/springframework/data/spel/EvaluationContextExtensionInformation$RootObjectInformation::<init>(Ljava/lang/Class;)V
org/springframework/data/spel/EvaluationContextExtensionInformation$RootObjectInformation	<init>	(Ljava/lang/Class;)V	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/spel/EvaluationContextExtensionInformation$RootObjectInformation	lambda$null$0	(Ljava/lang/reflect/Method;Ljava/beans/PropertyDescriptor;)Z	INVOKE_STATIC	java/beans/PropertyDescriptor::getReadMethod()Ljava/lang/reflect/Method;
org/springframework/data/spel/EvaluationContextExtensionInformation$RootObjectInformation	lambda$null$0	(Ljava/lang/reflect/Method;Ljava/beans/PropertyDescriptor;)Z	INVOKE_STATIC	java/lang/reflect/Method::equals(Ljava/lang/Object;)Z
org/springframework/data/spel/EvaluationContextExtensionInformation$RootObjectInformation	lambda$null$1	(Ljava/lang/reflect/Method;Ljava/beans/PropertyDescriptor;)V	GET_FIELD	org/springframework/data/spel/EvaluationContextExtensionInformation$RootObjectInformation::accessors|Ljava/util/Map;
org/springframework/data/spel/EvaluationContextExtensionInformation$RootObjectInformation	lambda$null$1	(Ljava/lang/reflect/Method;Ljava/beans/PropertyDescriptor;)V	INVOKE_STATIC	java/beans/PropertyDescriptor::getName()Ljava/lang/String;
org/springframework/data/spel/EvaluationContextExtensionInformation$RootObjectInformation	lambda$null$1	(Ljava/lang/reflect/Method;Ljava/beans/PropertyDescriptor;)V	INVOKE_STATIC	java/util/Map::put(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/spel/EvaluationContextExtensionInformation$RootObjectInformation	lambda$null$4	(Ljava/util/Map;Ljava/lang/Object;Ljava/util/Map$Entry;)V	INVOKE_STATIC	java/util/Map$Entry::getKey()Ljava/lang/Object;
org/springframework/data/spel/EvaluationContextExtensionInformation$RootObjectInformation	lambda$null$4	(Ljava/util/Map;Ljava/lang/Object;Ljava/util/Map$Entry;)V	INVOKE_STATIC	java/util/Map$Entry::getValue()Ljava/lang/Object;
org/springframework/data/spel/EvaluationContextExtensionInformation$RootObjectInformation	lambda$null$4	(Ljava/util/Map;Ljava/lang/Object;Ljava/util/Map$Entry;)V	INVOKE_STATIC	java/util/Map::put(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/spel/EvaluationContextExtensionInformation$RootObjectInformation	lambda$null$4	(Ljava/util/Map;Ljava/lang/Object;Ljava/util/Map$Entry;)V	INVOKE_STATIC	org/springframework/data/spel/spi/Function::<init>(Ljava/lang/reflect/Method;Ljava/lang/Object;)V
org/springframework/data/spel/EvaluationContextExtensionInformation$RootObjectInformation	lambda$null$5	(Ljava/util/Map;Ljava/lang/Object;Ljava/lang/reflect/Field;)V	INVOKE_STATIC	java/lang/reflect/Field::getName()Ljava/lang/String;
org/springframework/data/spel/EvaluationContextExtensionInformation$RootObjectInformation	lambda$null$5	(Ljava/util/Map;Ljava/lang/Object;Ljava/lang/reflect/Field;)V	INVOKE_STATIC	java/util/Map::put(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/spel/EvaluationContextExtensionInformation$RootObjectInformation	lambda$null$5	(Ljava/util/Map;Ljava/lang/Object;Ljava/lang/reflect/Field;)V	INVOKE_STATIC	org/springframework/util/ReflectionUtils::getField(Ljava/lang/reflect/Field;Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/spel/ExtensionAwareEvaluationContextProvider	lambda$getEvaluationContext$1	(Lorg/springframework/data/spel/ExpressionDependencies;Lorg/springframework/data/spel/EvaluationContextExtensionInformation;)Z	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/spel/Functions	contains	(Ljava/util/List;Lorg/springframework/data/spel/spi/Function;)Z	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/spel/Functions	lambda$null$1	(Ljava/util/List;Lorg/springframework/data/spel/spi/Function;)Z	INVOKE_STATIC	org/springframework/data/spel/Functions::contains(Ljava/util/List;Lorg/springframework/data/spel/spi/Function;)Z
org/springframework/data/spel/Functions	lambda$null$2	(Ljava/lang/String;Lorg/springframework/data/spel/spi/Function;)V	GET_FIELD	org/springframework/data/spel/Functions::functions|Lorg/springframework/util/MultiValueMap;
org/springframework/data/spel/Functions	lambda$null$2	(Ljava/lang/String;Lorg/springframework/data/spel/spi/Function;)V	INVOKE_STATIC	org/springframework/util/MultiValueMap::add(Ljava/lang/Object;Ljava/lang/Object;)V
org/springframework/data/spel/ReactiveExtensionAwareEvaluationContextProvider	lambda$getEvaluationContextLater$1	(Lorg/springframework/data/spel/ExpressionDependencies;Lorg/springframework/data/spel/EvaluationContextExtensionInformation;)Z	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/util/CustomCollections	lambda$static$0	(Lorg/springframework/data/util/CustomCollectionRegistrar;)V	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/util/MethodInvocationRecorder$InvocationInformation	lambda$null$0	(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;	CONSTANT	 type: class java.lang.String; value: .
org/springframework/data/util/MethodInvocationRecorder$InvocationInformation	lambda$null$0	(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;	INVOKE_STATIC	java/lang/String::concat(Ljava/lang/String;)Ljava/lang/String;
org/springframework/data/util/Optionals	firstNonEmpty	(Ljava/lang/Iterable;Ljava/util/function/Function;)Ljava/util/Optional;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/util/Optionals	firstNonEmpty	(Ljava/lang/Iterable;Ljava/util/function/Function;Ljava/lang/Object;)Ljava/lang/Object;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/util/Optionals	lambda$null$2	(Ljava/lang/Object;Ljava/lang/Object;)Lorg/springframework/data/util/Pair;	INVOKE_STATIC	org/springframework/data/util/Pair::of(Ljava/lang/Object;Ljava/lang/Object;)Lorg/springframework/data/util/Pair;
org/springframework/data/util/Optionals	lambda$null$5	(Ljava/util/function/BiFunction;Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;	INVOKE_STATIC	java/util/function/BiFunction::apply(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/util/ParameterTypes	getAlternatives	()Ljava/util/Collection;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/util/ParameterizedTypeInformation	doGetMapValueType	()Lorg/springframework/data/util/TypeInformation;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/util/ReflectionUtils	lambda$null$1	(Ljava/lang/reflect/Method;[Lorg/springframework/core/ResolvableType;I)Z	INVOKE_STATIC	org/springframework/core/ResolvableType::equals(Ljava/lang/Object;)Z
org/springframework/data/util/ReflectionUtils	lambda$null$1	(Ljava/lang/reflect/Method;[Lorg/springframework/core/ResolvableType;I)Z	INVOKE_STATIC	org/springframework/core/ResolvableType::forMethodParameter(Ljava/lang/reflect/Method;I)Lorg/springframework/core/ResolvableType;
org/springframework/data/util/Streamable	of	(Ljava/lang/Iterable;)Lorg/springframework/data/util/Streamable;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/web/SortHandlerMethodArgumentResolverSupport	parseParameterIntoSort	(Ljava/util/List;Ljava/lang/String;)Lorg/springframework/data/domain/Sort;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
