org/springframework/data/mongodb/ReactiveMongoDatabaseUtils	doGetSession	(Lorg/springframework/transaction/reactive/TransactionSynchronizationManager;Lorg/springframework/data/mongodb/ReactiveMongoDatabaseFactory;Lorg/springframework/data/mongodb/SessionSynchronization;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$2	(Lcom/mongodb/connection/ClusterSettings;)Ljava/lang/Number;	INVOKE_STATIC	com/mongodb/connection/ClusterSettings::getLocalThreshold(Ljava/util/concurrent/TimeUnit;)J
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$2	(Lcom/mongodb/connection/ClusterSettings;)Ljava/lang/Number;	INVOKE_STATIC	java/lang/Long::valueOf(J)Ljava/lang/Long;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$20	(Lcom/mongodb/connection/SocketSettings;)Ljava/lang/Integer;	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$20	(Lcom/mongodb/connection/SocketSettings;)Ljava/lang/Integer;	INVOKE_STATIC	com/mongodb/connection/SocketSettings::getReadTimeout(Ljava/util/concurrent/TimeUnit;)I
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$20	(Lcom/mongodb/connection/SocketSettings;)Ljava/lang/Integer;	INVOKE_STATIC	java/lang/Integer::valueOf(I)Ljava/lang/Integer;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$22	(Lcom/mongodb/connection/ServerSettings$Builder;Ljava/lang/Long;)V	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$22	(Lcom/mongodb/connection/ServerSettings$Builder;Ljava/lang/Long;)V	INVOKE_STATIC	com/mongodb/connection/ServerSettings$Builder::minHeartbeatFrequency(JLjava/util/concurrent/TimeUnit;)Lcom/mongodb/connection/ServerSettings$Builder;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$22	(Lcom/mongodb/connection/ServerSettings$Builder;Ljava/lang/Long;)V	INVOKE_STATIC	java/lang/Long::intValue()I
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$23	(Lcom/mongodb/connection/ServerSettings;)Ljava/lang/Long;	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$23	(Lcom/mongodb/connection/ServerSettings;)Ljava/lang/Long;	INVOKE_STATIC	com/mongodb/connection/ServerSettings::getMinHeartbeatFrequency(Ljava/util/concurrent/TimeUnit;)J
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$23	(Lcom/mongodb/connection/ServerSettings;)Ljava/lang/Long;	INVOKE_STATIC	java/lang/Long::valueOf(J)Ljava/lang/Long;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$24	(Lcom/mongodb/connection/ServerSettings$Builder;Ljava/lang/Number;)V	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$24	(Lcom/mongodb/connection/ServerSettings$Builder;Ljava/lang/Number;)V	INVOKE_STATIC	com/mongodb/connection/ServerSettings$Builder::heartbeatFrequency(JLjava/util/concurrent/TimeUnit;)Lcom/mongodb/connection/ServerSettings$Builder;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$24	(Lcom/mongodb/connection/ServerSettings$Builder;Ljava/lang/Number;)V	INVOKE_STATIC	java/lang/Number::intValue()I
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$25	(Lcom/mongodb/connection/ServerSettings;)Ljava/lang/Number;	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$25	(Lcom/mongodb/connection/ServerSettings;)Ljava/lang/Number;	INVOKE_STATIC	com/mongodb/connection/ServerSettings::getHeartbeatFrequency(Ljava/util/concurrent/TimeUnit;)J
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$25	(Lcom/mongodb/connection/ServerSettings;)Ljava/lang/Number;	INVOKE_STATIC	java/lang/Long::valueOf(J)Ljava/lang/Long;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$3	(Lcom/mongodb/connection/ClusterSettings$Builder;Ljava/lang/Number;)V	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$3	(Lcom/mongodb/connection/ClusterSettings$Builder;Ljava/lang/Number;)V	INVOKE_STATIC	com/mongodb/connection/ClusterSettings$Builder::serverSelectionTimeout(JLjava/util/concurrent/TimeUnit;)Lcom/mongodb/connection/ClusterSettings$Builder;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$3	(Lcom/mongodb/connection/ClusterSettings$Builder;Ljava/lang/Number;)V	INVOKE_STATIC	java/lang/Number::longValue()J
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$4	(Lcom/mongodb/connection/ClusterSettings;)Ljava/lang/Number;	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$4	(Lcom/mongodb/connection/ClusterSettings;)Ljava/lang/Number;	INVOKE_STATIC	com/mongodb/connection/ClusterSettings::getServerSelectionTimeout(Ljava/util/concurrent/TimeUnit;)J
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$4	(Lcom/mongodb/connection/ClusterSettings;)Ljava/lang/Number;	INVOKE_STATIC	java/lang/Long::valueOf(J)Ljava/lang/Long;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$6	(Lcom/mongodb/connection/ConnectionPoolSettings$Builder;Ljava/lang/Long;)V	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$6	(Lcom/mongodb/connection/ConnectionPoolSettings$Builder;Ljava/lang/Long;)V	INVOKE_STATIC	com/mongodb/connection/ConnectionPoolSettings$Builder::maintenanceFrequency(JLjava/util/concurrent/TimeUnit;)Lcom/mongodb/connection/ConnectionPoolSettings$Builder;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$6	(Lcom/mongodb/connection/ConnectionPoolSettings$Builder;Ljava/lang/Long;)V	INVOKE_STATIC	java/lang/Long::longValue()J
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$7	(Lcom/mongodb/connection/ConnectionPoolSettings;)Ljava/lang/Long;	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$7	(Lcom/mongodb/connection/ConnectionPoolSettings;)Ljava/lang/Long;	INVOKE_STATIC	com/mongodb/connection/ConnectionPoolSettings::getMaintenanceFrequency(Ljava/util/concurrent/TimeUnit;)J
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$7	(Lcom/mongodb/connection/ConnectionPoolSettings;)Ljava/lang/Long;	INVOKE_STATIC	java/lang/Long::valueOf(J)Ljava/lang/Long;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$8	(Lcom/mongodb/connection/ConnectionPoolSettings$Builder;Ljava/lang/Number;)V	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$8	(Lcom/mongodb/connection/ConnectionPoolSettings$Builder;Ljava/lang/Number;)V	INVOKE_STATIC	com/mongodb/connection/ConnectionPoolSettings$Builder::maxConnectionIdleTime(JLjava/util/concurrent/TimeUnit;)Lcom/mongodb/connection/ConnectionPoolSettings$Builder;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$8	(Lcom/mongodb/connection/ConnectionPoolSettings$Builder;Ljava/lang/Number;)V	INVOKE_STATIC	java/lang/Number::longValue()J
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$9	(Lcom/mongodb/connection/ConnectionPoolSettings;)Ljava/lang/Number;	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$9	(Lcom/mongodb/connection/ConnectionPoolSettings;)Ljava/lang/Number;	INVOKE_STATIC	com/mongodb/connection/ConnectionPoolSettings::getMaxConnectionIdleTime(Ljava/util/concurrent/TimeUnit;)J
org/springframework/data/mongodb/core/MongoClientFactoryBean	lambda$null$9	(Lcom/mongodb/connection/ConnectionPoolSettings;)Ljava/lang/Number;	INVOKE_STATIC	java/lang/Long::valueOf(J)Ljava/lang/Long;
org/springframework/data/mongodb/core/MongoTemplate	convertToDocument	(Lorg/springframework/data/mongodb/core/CollectionOptions;Ljava/lang/Class;)Lorg/bson/Document;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoTemplate	count	(Lorg/springframework/data/mongodb/core/query/Query;Ljava/lang/Class;Ljava/lang/String;)J	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoTemplate	doAggregate	(Lorg/springframework/data/mongodb/core/aggregation/Aggregation;Ljava/lang/String;Ljava/lang/Class;Lorg/springframework/data/mongodb/core/aggregation/AggregationOperationContext;)Lorg/springframework/data/mongodb/core/aggregation/AggregationResults;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoTemplate	exactCount	(Lorg/springframework/data/mongodb/core/query/Query;Ljava/lang/Class;Ljava/lang/String;)J	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoTemplate	executeFindMultiInternal	(Lorg/springframework/data/mongodb/core/CollectionCallback;Lorg/springframework/data/mongodb/core/CursorPreparer;Lorg/springframework/data/mongodb/core/MongoTemplate$DocumentCallback;Ljava/lang/String;)Ljava/util/List;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoTemplate	executeQueryInternal	(Lorg/springframework/data/mongodb/core/CollectionCallback;Lorg/springframework/data/mongodb/core/CursorPreparer;Lorg/springframework/data/mongodb/core/DocumentCallbackHandler;Ljava/lang/String;)V	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoTemplate	findAndModify	(Lorg/springframework/data/mongodb/core/query/Query;Lorg/springframework/data/mongodb/core/query/UpdateDefinition;Lorg/springframework/data/mongodb/core/FindAndModifyOptions;Ljava/lang/Class;Ljava/lang/String;)Ljava/lang/Object;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoTemplate	lambda$aggregateStream$26	(Ljava/util/List;Lorg/springframework/data/mongodb/core/aggregation/AggregationOptions;Lorg/springframework/data/mongodb/core/aggregation/Aggregation;Lorg/springframework/data/mongodb/core/MongoTemplate$ReadDocumentCallback;Lcom/mongodb/client/MongoCollection;)Lorg/springframework/data/util/CloseableIterator;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoTemplate	lambda$doAggregate$24	(Lorg/springframework/data/mongodb/core/aggregation/Aggregation;Lorg/springframework/data/mongodb/core/aggregation/AggregationOptions;Ljava/util/List;Lorg/springframework/data/mongodb/core/MongoTemplate$ReadDocumentCallback;Lcom/mongodb/client/MongoCollection;)Lorg/springframework/data/mongodb/core/aggregation/AggregationResults;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoTemplate	lambda$findDistinct$10	(Lorg/bson/Document;Ljava/lang/String;Ljava/lang/String;Lorg/springframework/data/mongodb/core/query/Query;Ljava/lang/Class;Ljava/lang/String;Ljava/lang/Class;Lorg/springframework/data/mongodb/core/QueryOperations$DistinctQueryContext;Lcom/mongodb/client/MongoCollection;)Lcom/mongodb/client/DistinctIterable;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$1	(Lorg/bson/Document;Lorg/bson/Document;Lcom/mongodb/client/MongoCollection;)Lcom/mongodb/client/FindIterable;	INVOKE_STATIC	com/mongodb/client/FindIterable::projection(Lorg/bson/conversions/Bson;)Lcom/mongodb/client/FindIterable;
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$1	(Lorg/bson/Document;Lorg/bson/Document;Lcom/mongodb/client/MongoCollection;)Lcom/mongodb/client/FindIterable;	INVOKE_STATIC	com/mongodb/client/MongoCollection::find(Lorg/bson/conversions/Bson;Ljava/lang/Class;)Lcom/mongodb/client/FindIterable;
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$22	(Ljava/lang/Class;)Ljava/util/Optional;	GET_FIELD	org/springframework/data/mongodb/core/MongoTemplate::operations|Lorg/springframework/data/mongodb/core/EntityOperations;
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$22	(Ljava/lang/Class;)Ljava/util/Optional;	INVOKE_STATIC	org/springframework/data/mongodb/core/EntityOperations$TypedOperations::getCollation()Ljava/util/Optional;
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$22	(Ljava/lang/Class;)Ljava/util/Optional;	INVOKE_STATIC	org/springframework/data/mongodb/core/EntityOperations::forType(Ljava/lang/Class;)Lorg/springframework/data/mongodb/core/EntityOperations$TypedOperations;
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$23	(Ljava/util/List;Lorg/springframework/data/mongodb/core/MongoTemplate$ReadDocumentCallback;Lorg/bson/Document;)Ljava/lang/Object;	INVOKE_STATIC	java/util/List::add(Ljava/lang/Object;)Z
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$23	(Ljava/util/List;Lorg/springframework/data/mongodb/core/MongoTemplate$ReadDocumentCallback;Lorg/bson/Document;)Ljava/lang/Object;	INVOKE_STATIC	org/springframework/data/mongodb/core/MongoTemplate$ReadDocumentCallback::doWith(Lorg/bson/Document;)Ljava/lang/Object;
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$25	(Ljava/lang/Class;)Ljava/util/Optional;	GET_FIELD	org/springframework/data/mongodb/core/MongoTemplate::operations|Lorg/springframework/data/mongodb/core/EntityOperations;
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$25	(Ljava/lang/Class;)Ljava/util/Optional;	INVOKE_STATIC	org/springframework/data/mongodb/core/EntityOperations$TypedOperations::getCollation()Ljava/util/Optional;
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$25	(Ljava/lang/Class;)Ljava/util/Optional;	INVOKE_STATIC	org/springframework/data/mongodb/core/EntityOperations::forType(Ljava/lang/Class;)Lorg/springframework/data/mongodb/core/EntityOperations$TypedOperations;
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$29	(Lorg/bson/Document;Ljava/lang/Class;Lorg/springframework/data/mongodb/core/validation/Validator;)V	CONSTANT	 type: class java.lang.String; value: validator
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$29	(Lorg/bson/Document;Ljava/lang/Class;Lorg/springframework/data/mongodb/core/validation/Validator;)V	INVOKE_STATIC	org/bson/Document::put(Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$29	(Lorg/bson/Document;Ljava/lang/Class;Lorg/springframework/data/mongodb/core/validation/Validator;)V	INVOKE_STATIC	org/springframework/data/mongodb/core/MongoTemplate::getMappedValidator(Lorg/springframework/data/mongodb/core/validation/Validator;Ljava/lang/Class;)Lorg/bson/Document;
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$36	(Lorg/bson/Document;Lcom/mongodb/client/model/ValidationLevel;)V	CONSTANT	 type: class java.lang.String; value: validationLevel
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$36	(Lorg/bson/Document;Lcom/mongodb/client/model/ValidationLevel;)V	INVOKE_STATIC	com/mongodb/client/model/ValidationLevel::getValue()Ljava/lang/String;
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$36	(Lorg/bson/Document;Lcom/mongodb/client/model/ValidationLevel;)V	INVOKE_STATIC	org/bson/Document::append(Ljava/lang/String;Ljava/lang/Object;)Lorg/bson/Document;
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$37	(Lorg/bson/Document;Lcom/mongodb/client/model/ValidationAction;)V	CONSTANT	 type: class java.lang.String; value: validationAction
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$37	(Lorg/bson/Document;Lcom/mongodb/client/model/ValidationAction;)V	INVOKE_STATIC	com/mongodb/client/model/ValidationAction::getValue()Ljava/lang/String;
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$37	(Lorg/bson/Document;Lcom/mongodb/client/model/ValidationAction;)V	INVOKE_STATIC	org/bson/Document::append(Ljava/lang/String;Ljava/lang/Object;)Lorg/bson/Document;
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$38	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/validation/Validator;)V	CONSTANT	 type: class java.lang.String; value: validator
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$38	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/validation/Validator;)V	INVOKE_STATIC	org/bson/Document::append(Ljava/lang/String;Ljava/lang/Object;)Lorg/bson/Document;
org/springframework/data/mongodb/core/MongoTemplate	lambda$null$38	(Lorg/bson/Document;Lorg/springframework/data/mongodb/core/validation/Validator;)V	INVOKE_STATIC	org/springframework/data/mongodb/core/MongoTemplate::getMappedValidator(Lorg/springframework/data/mongodb/core/validation/Validator;Ljava/lang/Class;)Lorg/bson/Document;
org/springframework/data/mongodb/core/MongoTemplate	mapReduce	(Lorg/springframework/data/mongodb/core/query/Query;Ljava/lang/Class;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Lorg/springframework/data/mongodb/core/mapreduce/MapReduceOptions;Ljava/lang/Class;)Ljava/util/List;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoTemplate$FindAndModifyCallback	doInCollection	(Lcom/mongodb/client/MongoCollection;)Lorg/bson/Document;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoTemplate$FindAndRemoveCallback	doInCollection	(Lcom/mongodb/client/MongoCollection;)Lorg/bson/Document;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/MongoTemplate$QueryCursorPreparer	prepare	(Lcom/mongodb/client/FindIterable;)Lcom/mongodb/client/FindIterable;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/QueryOperations$CountContext	getCountOptions	(Ljava/lang/Class;Ljava/util/function/Consumer;)Lcom/mongodb/client/model/CountOptions;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/QueryOperations$DeleteContext	getDeleteOptions	(Ljava/lang/Class;Ljava/util/function/Consumer;)Lcom/mongodb/client/model/DeleteOptions;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/QueryOperations$QueryContext	applyCollation	(Ljava/lang/Class;Ljava/util/function/Consumer;)V	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/QueryOperations$UpdateContext	getUpdateOptions	(Ljava/lang/Class;Ljava/util/function/Consumer;)Lcom/mongodb/client/model/UpdateOptions;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveChangeStreamOperationSupport$ReactiveChangeStreamSupport	initOptionsBuilder	()Lorg/springframework/data/mongodb/core/ChangeStreamOptions$ChangeStreamOptionsBuilder;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveFindOperationSupport$ReactiveFindSupport	getCursorPreparer	(Lorg/springframework/data/mongodb/core/query/Query;)Lorg/springframework/data/mongodb/core/FindPublisherPreparer;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveFindOperationSupport$ReactiveFindSupport	tail	()Lreactor/core/publisher/Flux;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	aggregateAndMap	(Lcom/mongodb/reactivestreams/client/MongoCollection;Ljava/util/List;ZLorg/springframework/data/mongodb/core/aggregation/AggregationOptions;Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$ReadDocumentCallback;Ljava/lang/Class;)Lreactor/core/publisher/Flux;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	createFlux	(Ljava/lang/String;Lorg/springframework/data/mongodb/core/ReactiveCollectionCallback;)Lreactor/core/publisher/Flux;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	exactCount	(Lorg/springframework/data/mongodb/core/query/Query;Ljava/lang/Class;Ljava/lang/String;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	findAndModify	(Lorg/springframework/data/mongodb/core/query/Query;Lorg/springframework/data/mongodb/core/query/UpdateDefinition;Lorg/springframework/data/mongodb/core/FindAndModifyOptions;Ljava/lang/Class;Ljava/lang/String;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	geoNear	(Lorg/springframework/data/mongodb/core/query/NearQuery;Ljava/lang/Class;Ljava/lang/String;Ljava/lang/Class;)Lreactor/core/publisher/Flux;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$changeStream$74	(Ljava/lang/String;Ljava/util/List;Lorg/springframework/data/mongodb/core/ChangeStreamOptions;Lcom/mongodb/client/model/changestream/FullDocument;Lcom/mongodb/reactivestreams/client/MongoDatabase;)Lcom/mongodb/reactivestreams/client/ChangeStreamPublisher;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$count$27	(Lorg/springframework/data/mongodb/core/query/Query;Ljava/lang/Class;Ljava/lang/String;Lcom/mongodb/reactivestreams/client/MongoCollection;)Lorg/reactivestreams/Publisher;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsert$33	(Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$PersistableEntityModel;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$doInsert$35	(Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$PersistableEntityModel;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$executeFindMultiInternal$88	(Lorg/springframework/data/mongodb/core/FindPublisherPreparer;Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$ReactiveCollectionQueryCallback;Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$DocumentCallback;Lcom/mongodb/reactivestreams/client/MongoCollection;)Lorg/reactivestreams/Publisher;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$executeFindOneInternal$87	(Lorg/springframework/data/mongodb/core/ReactiveCollectionCallback;Lorg/springframework/data/mongodb/core/ReactiveMongoTemplate$DocumentCallback;Lcom/mongodb/reactivestreams/client/MongoCollection;)Lorg/reactivestreams/Publisher;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$exists$16	(Lorg/springframework/data/mongodb/core/query/Query;Ljava/lang/Class;Ljava/lang/String;Lcom/mongodb/reactivestreams/client/MongoCollection;)Lorg/reactivestreams/Publisher;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$findAndReplace$26	(Ljava/lang/Object;Ljava/lang/String;Lorg/bson/Document;Lorg/bson/Document;Lorg/bson/Document;Lorg/springframework/data/mongodb/core/QueryOperations$QueryContext;Ljava/lang/Class;Lorg/springframework/data/mongodb/core/FindAndReplaceOptions;Lorg/springframework/data/projection/EntityProjection;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$findDistinct$17	(Lorg/bson/Document;Ljava/lang/String;Ljava/lang/String;Lorg/springframework/data/mongodb/core/query/Query;Ljava/lang/Class;Ljava/lang/String;Ljava/lang/Class;Lorg/springframework/data/mongodb/core/QueryOperations$DistinctQueryContext;Lcom/mongodb/reactivestreams/client/MongoCollection;)Lorg/reactivestreams/Publisher;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$mapReduce$78	(Lorg/springframework/data/mongodb/core/query/Query;Ljava/lang/Class;Ljava/lang/String;Ljava/lang/String;Lorg/springframework/data/mongodb/core/mapreduce/MapReduceOptions;Ljava/lang/Class;Ljava/lang/String;Lcom/mongodb/reactivestreams/client/MongoCollection;)Lorg/reactivestreams/Publisher;	INVOKE_STATIC	java/lang/Object::getClass()Ljava/lang/Class;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$null$12	(Ljava/lang/String;Ljava/lang/String;)Z	INVOKE_STATIC	java/lang/String::equals(Ljava/lang/Object;)Z
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$null$13	(Ljava/lang/String;)Ljava/lang/Boolean;	INVOKE_STATIC	java/lang/Boolean::valueOf(Z)Ljava/lang/Boolean;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$null$2	(Ljava/lang/String;Lorg/bson/Document;Lcom/mongodb/client/model/CountOptions;Ljava/lang/Boolean;)Lreactor/core/publisher/Mono;	GET_FIELD	java/util/concurrent/TimeUnit::MILLISECONDS|Ljava/util/concurrent/TimeUnit;
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$null$2	(Ljava/lang/String;Lorg/bson/Document;Lcom/mongodb/client/model/CountOptions;Ljava/lang/Boolean;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	com/mongodb/client/model/CountOptions::getMaxTime(Ljava/util/concurrent/TimeUnit;)J
org/springframework/data/mongodb/core/ReactiveMongoTemplate	lambda$null$2	(Ljava/lang/String;Lorg/bson/Document;Lcom/mongodb/client/model/CountOptions;Ljava/lang/Boolean;)Lreactor/core/publisher/Mono;	INVOKE_STATIC	com/mongodb/client/model/EstimatedDocumentCountOptions::<init>()V
